Compound_Name_CAS,SMILES_Structure,DPRA_Depletion_%,KeratinoSens_EC150_uM,Docking_DeltaG_kcal,Bayesian_Probability_%,Regulatory_Classification
Benchmark_Compound_1334 (CAS 201334-4),O=CC=CC1=CC=CC=C1,94.7,602.8,-8.2,88.3,Non-Sensitizer
Benchmark_Compound_1335 (CAS 201335-5),O=CC=CC1=CC=CC=C1,92.9,1380.1,-5.2,43.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1336 (CAS 201336-6),O=CC=CC1=CC=CC=C1,65.3,1489.9,-3.54,61.8,Non-Sensitizer
Benchmark_Compound_1337 (CAS 201337-7),O=CC=CC1=CC=CC=C1,27.0,76.9,-6.39,64.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1338 (CAS 201338-8),O=CC=CC1=CC=CC=C1,67.8,1143.9,-7.31,44.2,Non-Sensitizer
Benchmark_Compound_1339 (CAS 201339-9),O=CC=CC1=CC=CC=C1,16.1,563.9,-6.07,18.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1340 (CAS 201340-0),O=CC=CC1=CC=CC=C1,12.6,594.8,-8.23,13.8,Non-Sensitizer
Benchmark_Compound_1341 (CAS 201341-1),O=CC=CC1=CC=CC=C1,31.9,1133.9,-3.99,6.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1342 (CAS 201342-2),O=CC=CC1=CC=CC=C1,49.3,1378.5,-3.96,87.1,Non-Sensitizer
Benchmark_Compound_1343 (CAS 201343-3),O=CC=CC1=CC=CC=C1,83.8,1426.9,-5.27,27.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1344 (CAS 201344-4),O=CC=CC1=CC=CC=C1,71.8,869.9,-6.56,24.9,Non-Sensitizer
Benchmark_Compound_1345 (CAS 201345-5),O=CC=CC1=CC=CC=C1,73.1,542.1,-4.1,74.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1346 (CAS 201346-6),O=CC=CC1=CC=CC=C1,46.2,1183.4,-5.45,35.1,Non-Sensitizer
Benchmark_Compound_1347 (CAS 201347-7),O=CC=CC1=CC=CC=C1,39.4,384.0,-3.96,52.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1348 (CAS 201348-8),O=CC=CC1=CC=CC=C1,41.5,850.5,-5.03,20.3,Non-Sensitizer
Benchmark_Compound_1349 (CAS 201349-9),O=CC=CC1=CC=CC=C1,94.0,544.3,-4.19,95.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1350 (CAS 201350-0),O=CC=CC1=CC=CC=C1,13.4,988.4,-5.21,85.0,Non-Sensitizer
Benchmark_Compound_1351 (CAS 201351-1),O=CC=CC1=CC=CC=C1,83.7,368.2,-6.22,86.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1352 (CAS 201352-2),O=CC=CC1=CC=CC=C1,59.2,295.5,-3.23,43.2,Non-Sensitizer
Benchmark_Compound_1353 (CAS 201353-3),O=CC=CC1=CC=CC=C1,47.3,1378.2,-5.52,76.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1354 (CAS 201354-4),O=CC=CC1=CC=CC=C1,71.6,161.7,-5.17,18.5,Non-Sensitizer
Benchmark_Compound_1355 (CAS 201355-5),O=CC=CC1=CC=CC=C1,51.4,763.9,-7.29,5.8,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1356 (CAS 201356-6),O=CC=CC1=CC=CC=C1,84.2,339.1,-5.06,6.9,Non-Sensitizer
Benchmark_Compound_1357 (CAS 201357-7),O=CC=CC1=CC=CC=C1,86.6,68.0,-5.36,60.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1358 (CAS 201358-8),O=CC=CC1=CC=CC=C1,45.8,63.7,-7.48,47.8,Non-Sensitizer
Benchmark_Compound_1359 (CAS 201359-9),O=CC=CC1=CC=CC=C1,33.5,271.1,-8.17,53.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1360 (CAS 201360-0),O=CC=CC1=CC=CC=C1,60.3,1301.5,-5.18,5.7,Non-Sensitizer
Benchmark_Compound_1361 (CAS 201361-1),O=CC=CC1=CC=CC=C1,87.6,430.9,-4.3,44.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1362 (CAS 201362-2),O=CC=CC1=CC=CC=C1,27.9,1426.2,-5.62,72.5,Non-Sensitizer
Benchmark_Compound_1363 (CAS 201363-3),O=CC=CC1=CC=CC=C1,63.0,876.6,-7.25,46.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1364 (CAS 201364-4),O=CC=CC1=CC=CC=C1,63.7,660.6,-4.83,73.8,Non-Sensitizer
Benchmark_Compound_1365 (CAS 201365-5),O=CC=CC1=CC=CC=C1,72.3,874.3,-8.06,26.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1366 (CAS 201366-6),O=CC=CC1=CC=CC=C1,21.2,779.9,-6.07,81.4,Non-Sensitizer
Benchmark_Compound_1367 (CAS 201367-7),O=CC=CC1=CC=CC=C1,70.8,1140.6,-7.6,60.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1368 (CAS 201368-8),O=CC=CC1=CC=CC=C1,87.3,430.9,-7.49,24.8,Non-Sensitizer
Benchmark_Compound_1369 (CAS 201369-9),O=CC=CC1=CC=CC=C1,25.3,536.0,-7.39,27.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1370 (CAS 201370-0),O=CC=CC1=CC=CC=C1,30.2,1342.2,-6.37,64.0,Non-Sensitizer
Benchmark_Compound_1371 (CAS 201371-1),O=CC=CC1=CC=CC=C1,92.6,1420.2,-8.22,83.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1372 (CAS 201372-2),O=CC=CC1=CC=CC=C1,25.4,1339.9,-6.31,44.1,Non-Sensitizer
Benchmark_Compound_1373 (CAS 201373-3),O=CC=CC1=CC=CC=C1,82.6,635.0,-5.69,29.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1374 (CAS 201374-4),O=CC=CC1=CC=CC=C1,51.8,1172.7,-5.84,86.5,Non-Sensitizer
Benchmark_Compound_1375 (CAS 201375-5),O=CC=CC1=CC=CC=C1,31.0,719.7,-6.39,67.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1376 (CAS 201376-6),O=CC=CC1=CC=CC=C1,84.0,751.3,-3.88,47.1,Non-Sensitizer
Benchmark_Compound_1377 (CAS 201377-7),O=CC=CC1=CC=CC=C1,47.9,315.0,-7.7,50.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1378 (CAS 201378-8),O=CC=CC1=CC=CC=C1,53.8,890.8,-5.72,24.2,Non-Sensitizer
Benchmark_Compound_1379 (CAS 201379-9),O=CC=CC1=CC=CC=C1,40.5,287.3,-8.16,63.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1380 (CAS 201380-0),O=CC=CC1=CC=CC=C1,60.4,504.0,-8.11,38.7,Non-Sensitizer
Benchmark_Compound_1381 (CAS 201381-1),O=CC=CC1=CC=CC=C1,23.9,1284.0,-5.34,98.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1382 (CAS 201382-2),O=CC=CC1=CC=CC=C1,43.2,318.5,-5.39,50.1,Non-Sensitizer
Benchmark_Compound_1383 (CAS 201383-3),O=CC=CC1=CC=CC=C1,92.4,116.0,-3.67,50.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1384 (CAS 201384-4),O=CC=CC1=CC=CC=C1,31.9,112.8,-5.43,58.2,Non-Sensitizer
Benchmark_Compound_1385 (CAS 201385-5),O=CC=CC1=CC=CC=C1,65.8,1411.8,-3.22,91.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1386 (CAS 201386-6),O=CC=CC1=CC=CC=C1,37.6,765.3,-8.23,80.3,Non-Sensitizer
Benchmark_Compound_1387 (CAS 201387-7),O=CC=CC1=CC=CC=C1,75.7,620.0,-7.96,47.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1388 (CAS 201388-8),O=CC=CC1=CC=CC=C1,21.1,1218.2,-8.26,72.6,Non-Sensitizer
Benchmark_Compound_1389 (CAS 201389-9),O=CC=CC1=CC=CC=C1,92.4,1255.4,-7.48,60.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1390 (CAS 201390-0),O=CC=CC1=CC=CC=C1,48.6,505.0,-5.52,51.3,Non-Sensitizer
Benchmark_Compound_1391 (CAS 201391-1),O=CC=CC1=CC=CC=C1,30.1,1043.5,-4.95,23.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1392 (CAS 201392-2),O=CC=CC1=CC=CC=C1,16.2,1159.0,-8.25,48.6,Non-Sensitizer
Benchmark_Compound_1393 (CAS 201393-3),O=CC=CC1=CC=CC=C1,24.4,985.4,-3.3,28.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1394 (CAS 201394-4),O=CC=CC1=CC=CC=C1,54.2,235.9,-3.87,91.0,Non-Sensitizer
Benchmark_Compound_1395 (CAS 201395-5),O=CC=CC1=CC=CC=C1,38.6,1315.1,-6.87,36.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1396 (CAS 201396-6),O=CC=CC1=CC=CC=C1,80.5,813.3,-8.08,94.5,Non-Sensitizer
Benchmark_Compound_1397 (CAS 201397-7),O=CC=CC1=CC=CC=C1,46.6,430.9,-7.57,55.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1398 (CAS 201398-8),O=CC=CC1=CC=CC=C1,31.1,643.6,-7.8,64.4,Non-Sensitizer
Benchmark_Compound_1399 (CAS 201399-9),O=CC=CC1=CC=CC=C1,62.5,66.0,-7.82,56.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1400 (CAS 201400-0),O=CC=CC1=CC=CC=C1,70.1,200.5,-5.65,17.2,Non-Sensitizer
Benchmark_Compound_1401 (CAS 201401-1),O=CC=CC1=CC=CC=C1,24.2,1150.7,-7.15,40.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1402 (CAS 201402-2),O=CC=CC1=CC=CC=C1,24.2,10.0,-6.53,14.3,Non-Sensitizer
Benchmark_Compound_1403 (CAS 201403-3),O=CC=CC1=CC=CC=C1,13.1,630.7,-3.06,63.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1404 (CAS 201404-4),O=CC=CC1=CC=CC=C1,72.6,788.5,-4.74,47.0,Non-Sensitizer
Benchmark_Compound_1405 (CAS 201405-5),O=CC=CC1=CC=CC=C1,66.4,91.4,-3.28,78.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1406 (CAS 201406-6),O=CC=CC1=CC=CC=C1,50.3,1459.9,-7.72,25.7,Non-Sensitizer
Benchmark_Compound_1407 (CAS 201407-7),O=CC=CC1=CC=CC=C1,81.8,346.9,-6.4,20.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1408 (CAS 201408-8),O=CC=CC1=CC=CC=C1,78.5,463.3,-5.45,43.2,Non-Sensitizer
Benchmark_Compound_1409 (CAS 201409-9),O=CC=CC1=CC=CC=C1,59.8,462.9,-8.08,92.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1410 (CAS 201410-0),O=CC=CC1=CC=CC=C1,83.8,353.3,-8.48,71.8,Non-Sensitizer
Benchmark_Compound_1411 (CAS 201411-1),O=CC=CC1=CC=CC=C1,27.5,12.2,-4.81,44.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1412 (CAS 201412-2),O=CC=CC1=CC=CC=C1,19.5,1096.7,-4.97,53.6,Non-Sensitizer
Benchmark_Compound_1413 (CAS 201413-3),O=CC=CC1=CC=CC=C1,32.9,1450.6,-6.24,12.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1414 (CAS 201414-4),O=CC=CC1=CC=CC=C1,14.9,344.2,-5.81,97.6,Non-Sensitizer
Benchmark_Compound_1415 (CAS 201415-5),O=CC=CC1=CC=CC=C1,55.1,997.9,-6.22,67.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1416 (CAS 201416-6),O=CC=CC1=CC=CC=C1,89.6,1115.4,-8.37,31.8,Non-Sensitizer
Benchmark_Compound_1417 (CAS 201417-7),O=CC=CC1=CC=CC=C1,13.3,1274.2,-6.66,60.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1418 (CAS 201418-8),O=CC=CC1=CC=CC=C1,20.4,639.7,-7.53,15.3,Non-Sensitizer
Benchmark_Compound_1419 (CAS 201419-9),O=CC=CC1=CC=CC=C1,48.4,461.4,-7.96,95.8,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1420 (CAS 201420-0),O=CC=CC1=CC=CC=C1,89.4,494.7,-3.24,21.4,Non-Sensitizer
Benchmark_Compound_1421 (CAS 201421-1),O=CC=CC1=CC=CC=C1,36.9,1071.8,-5.2,65.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1422 (CAS 201422-2),O=CC=CC1=CC=CC=C1,53.1,1227.0,-4.49,28.1,Non-Sensitizer
Benchmark_Compound_1423 (CAS 201423-3),O=CC=CC1=CC=CC=C1,13.5,280.6,-6.77,72.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1424 (CAS 201424-4),O=CC=CC1=CC=CC=C1,22.6,562.7,-6.34,78.0,Non-Sensitizer
Benchmark_Compound_1425 (CAS 201425-5),O=CC=CC1=CC=CC=C1,93.9,1353.9,-7.2,68.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1426 (CAS 201426-6),O=CC=CC1=CC=CC=C1,92.0,1212.0,-7.97,62.8,Non-Sensitizer
Benchmark_Compound_1427 (CAS 201427-7),O=CC=CC1=CC=CC=C1,10.4,1477.4,-7.52,88.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1428 (CAS 201428-8),O=CC=CC1=CC=CC=C1,90.9,1133.8,-4.11,12.4,Non-Sensitizer
Benchmark_Compound_1429 (CAS 201429-9),O=CC=CC1=CC=CC=C1,64.3,595.9,-4.77,36.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1430 (CAS 201430-0),O=CC=CC1=CC=CC=C1,83.8,890.1,-5.49,28.3,Non-Sensitizer
Benchmark_Compound_1431 (CAS 201431-1),O=CC=CC1=CC=CC=C1,48.7,994.9,-5.89,97.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1432 (CAS 201432-2),O=CC=CC1=CC=CC=C1,53.8,126.9,-3.43,41.6,Non-Sensitizer
Benchmark_Compound_1433 (CAS 201433-3),O=CC=CC1=CC=CC=C1,51.6,821.3,-8.1,73.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1434 (CAS 201434-4),O=CC=CC1=CC=CC=C1,66.7,1066.9,-6.96,69.4,Non-Sensitizer
Benchmark_Compound_1435 (CAS 201435-5),O=CC=CC1=CC=CC=C1,21.9,259.3,-6.58,24.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1436 (CAS 201436-6),O=CC=CC1=CC=CC=C1,12.5,1173.1,-4.2,27.5,Non-Sensitizer
Benchmark_Compound_1437 (CAS 201437-7),O=CC=CC1=CC=CC=C1,36.2,879.8,-3.04,31.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1438 (CAS 201438-8),O=CC=CC1=CC=CC=C1,69.9,1428.8,-7.18,43.6,Non-Sensitizer
Benchmark_Compound_1439 (CAS 201439-9),O=CC=CC1=CC=CC=C1,27.2,73.2,-3.69,27.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1440 (CAS 201440-0),O=CC=CC1=CC=CC=C1,67.2,405.3,-3.93,6.8,Non-Sensitizer
Benchmark_Compound_1441 (CAS 201441-1),O=CC=CC1=CC=CC=C1,92.4,906.3,-7.26,87.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1442 (CAS 201442-2),O=CC=CC1=CC=CC=C1,18.0,451.9,-6.3,95.8,Non-Sensitizer
Benchmark_Compound_1443 (CAS 201443-3),O=CC=CC1=CC=CC=C1,67.2,1074.5,-6.25,37.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1444 (CAS 201444-4),O=CC=CC1=CC=CC=C1,47.7,1140.9,-3.12,36.8,Non-Sensitizer
Benchmark_Compound_1445 (CAS 201445-5),O=CC=CC1=CC=CC=C1,83.8,162.7,-7.51,5.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1446 (CAS 201446-6),O=CC=CC1=CC=CC=C1,25.1,775.6,-4.1,68.9,Non-Sensitizer
Benchmark_Compound_1447 (CAS 201447-7),O=CC=CC1=CC=CC=C1,68.9,768.2,-6.66,82.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1448 (CAS 201448-8),O=CC=CC1=CC=CC=C1,81.2,560.2,-4.48,18.8,Non-Sensitizer
Benchmark_Compound_1449 (CAS 201449-9),O=CC=CC1=CC=CC=C1,90.3,1400.1,-6.19,20.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1450 (CAS 201450-0),O=CC=CC1=CC=CC=C1,68.1,1243.0,-5.32,79.3,Non-Sensitizer
Benchmark_Compound_1451 (CAS 201451-1),O=CC=CC1=CC=CC=C1,52.3,1048.8,-3.92,62.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1452 (CAS 201452-2),O=CC=CC1=CC=CC=C1,62.5,1074.3,-4.08,9.2,Non-Sensitizer
Benchmark_Compound_1453 (CAS 201453-3),O=CC=CC1=CC=CC=C1,83.9,698.0,-3.73,63.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1454 (CAS 201454-4),O=CC=CC1=CC=CC=C1,58.5,1382.3,-8.17,34.0,Non-Sensitizer
Benchmark_Compound_1455 (CAS 201455-5),O=CC=CC1=CC=CC=C1,12.6,1044.9,-4.69,39.7,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1456 (CAS 201456-6),O=CC=CC1=CC=CC=C1,89.1,1096.2,-7.73,77.4,Non-Sensitizer
Benchmark_Compound_1457 (CAS 201457-7),O=CC=CC1=CC=CC=C1,68.6,1293.9,-6.21,81.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1458 (CAS 201458-8),O=CC=CC1=CC=CC=C1,67.5,418.4,-5.48,42.6,Non-Sensitizer
Benchmark_Compound_1459 (CAS 201459-9),O=CC=CC1=CC=CC=C1,28.3,1212.5,-6.28,94.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1460 (CAS 201460-0),O=CC=CC1=CC=CC=C1,66.0,300.9,-5.64,43.2,Non-Sensitizer
Benchmark_Compound_1461 (CAS 201461-1),O=CC=CC1=CC=CC=C1,43.5,524.6,-3.02,77.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1462 (CAS 201462-2),O=CC=CC1=CC=CC=C1,65.4,510.1,-7.76,50.5,Non-Sensitizer
Benchmark_Compound_1463 (CAS 201463-3),O=CC=CC1=CC=CC=C1,19.1,1468.0,-4.78,89.4,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1464 (CAS 201464-4),O=CC=CC1=CC=CC=C1,65.9,1286.2,-6.32,90.3,Non-Sensitizer
Benchmark_Compound_1465 (CAS 201465-5),O=CC=CC1=CC=CC=C1,95.0,1054.7,-7.77,13.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1466 (CAS 201466-6),O=CC=CC1=CC=CC=C1,14.1,1093.3,-7.63,93.0,Non-Sensitizer
Benchmark_Compound_1467 (CAS 201467-7),O=CC=CC1=CC=CC=C1,93.1,847.5,-3.28,82.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1468 (CAS 201468-8),O=CC=CC1=CC=CC=C1,44.6,1421.2,-3.66,79.4,Non-Sensitizer
Benchmark_Compound_1469 (CAS 201469-9),O=CC=CC1=CC=CC=C1,84.0,749.4,-3.51,23.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1470 (CAS 201470-0),O=CC=CC1=CC=CC=C1,76.5,577.0,-3.05,80.7,Non-Sensitizer
Benchmark_Compound_1471 (CAS 201471-1),O=CC=CC1=CC=CC=C1,58.2,252.9,-7.35,84.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1472 (CAS 201472-2),O=CC=CC1=CC=CC=C1,72.8,1181.4,-6.55,32.2,Non-Sensitizer
Benchmark_Compound_1473 (CAS 201473-3),O=CC=CC1=CC=CC=C1,84.7,1104.3,-4.82,94.5,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1474 (CAS 201474-4),O=CC=CC1=CC=CC=C1,44.4,582.7,-5.84,9.7,Non-Sensitizer
Benchmark_Compound_1475 (CAS 201475-5),O=CC=CC1=CC=CC=C1,37.8,47.5,-6.2,19.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1476 (CAS 201476-6),O=CC=CC1=CC=CC=C1,66.7,1260.1,-6.53,55.5,Non-Sensitizer
Benchmark_Compound_1477 (CAS 201477-7),O=CC=CC1=CC=CC=C1,78.7,27.0,-5.23,59.1,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1478 (CAS 201478-8),O=CC=CC1=CC=CC=C1,74.8,1058.5,-5.33,65.6,Non-Sensitizer
Benchmark_Compound_1479 (CAS 201479-9),O=CC=CC1=CC=CC=C1,77.8,1455.7,-7.61,6.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1480 (CAS 201480-0),O=CC=CC1=CC=CC=C1,47.0,662.1,-5.91,95.3,Non-Sensitizer
Benchmark_Compound_1481 (CAS 201481-1),O=CC=CC1=CC=CC=C1,79.5,360.1,-5.46,9.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1482 (CAS 201482-2),O=CC=CC1=CC=CC=C1,20.2,1060.3,-5.36,18.4,Non-Sensitizer
Benchmark_Compound_1483 (CAS 201483-3),O=CC=CC1=CC=CC=C1,56.3,1227.5,-7.34,6.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1484 (CAS 201484-4),O=CC=CC1=CC=CC=C1,10.5,824.2,-4.42,58.3,Non-Sensitizer
Benchmark_Compound_1485 (CAS 201485-5),O=CC=CC1=CC=CC=C1,37.6,1450.9,-8.36,92.6,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1486 (CAS 201486-6),O=CC=CC1=CC=CC=C1,41.1,87.0,-6.55,67.6,Non-Sensitizer
Benchmark_Compound_1487 (CAS 201487-7),O=CC=CC1=CC=CC=C1,43.7,762.1,-4.21,82.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1488 (CAS 201488-8),O=CC=CC1=CC=CC=C1,69.1,1080.5,-5.4,6.2,Non-Sensitizer
Benchmark_Compound_1489 (CAS 201489-9),O=CC=CC1=CC=CC=C1,43.0,1295.3,-7.06,55.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1490 (CAS 201490-0),O=CC=CC1=CC=CC=C1,48.1,277.1,-4.68,48.2,Non-Sensitizer
Benchmark_Compound_1491 (CAS 201491-1),O=CC=CC1=CC=CC=C1,30.2,1202.0,-5.38,51.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1492 (CAS 201492-2),O=CC=CC1=CC=CC=C1,41.7,833.5,-4.12,11.8,Non-Sensitizer
Benchmark_Compound_1493 (CAS 201493-3),O=CC=CC1=CC=CC=C1,29.3,600.9,-4.46,69.3,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1494 (CAS 201494-4),O=CC=CC1=CC=CC=C1,16.2,206.3,-5.14,52.3,Non-Sensitizer
Benchmark_Compound_1495 (CAS 201495-5),O=CC=CC1=CC=CC=C1,61.3,1299.3,-5.82,76.9,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1496 (CAS 201496-6),O=CC=CC1=CC=CC=C1,66.8,244.3,-7.77,50.6,Non-Sensitizer
Benchmark_Compound_1497 (CAS 201497-7),O=CC=CC1=CC=CC=C1,62.7,471.6,-7.06,19.0,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1498 (CAS 201498-8),O=CC=CC1=CC=CC=C1,49.4,442.2,-6.19,65.9,Non-Sensitizer
Benchmark_Compound_1499 (CAS 201499-9),O=CC=CC1=CC=CC=C1,42.3,1308.4,-5.2,21.2,Sensitizer (Cat. 1A/1B)
Benchmark_Compound_1500 (CAS 201500-0),O=CC=CC1=CC=CC=C1,83.4,1012.3,-5.67,87.0,Non-Sensitizer
Benchmark_Compound_1501 (CAS 201501-1),O=CC=CC1=CC=CC=C1,54.1,1197.1,-6.91,62.6,Sensitizer (Cat. 1A/1B)
